payment_id,source,unit,txn_date,settled_date,gross_amount,commission,commission_gst,settled_amount,utr,payment_mode,issuing_bank,customer_vpa,invoice_no,matched_invoice_no,raw_path
bank_7223534417_63,bank,front_office,2025-10-17,2025-10-17,6936.12,,,6936.12,YESBN12025101705164567,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_64,bank,front_office,2025-10-17,2025-10-17,-28165.0,,,-28165.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_65,bank,front_office,2025-10-17,2025-10-17,-23330.0,,,-23330.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_66,bank,front_office,2025-10-17,2025-10-17,11147.0,,,11147.0,HDFCN52025101744191712,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_67,bank,front_office,2025-10-18,2025-10-18,-23934.0,,,-23934.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_68,bank,front_office,2025-10-18,2025-10-18,8038.8,,,8038.8,YESBN12025101805300485,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_69,bank,front_office,2025-10-19,2025-10-19,-25635.0,,,-25635.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_70,bank,front_office,2025-10-19,2025-10-19,25232.19,,,25232.19,YESBN12025101905235954,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_71,bank,front_office,2025-10-20,2025-10-20,34511.5,,,34511.5,YESBN12025102005316534,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_72,bank,front_office,2025-10-20,2025-10-20,-8614.0,,,-8614.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_73,bank,front_office,2025-10-21,2025-10-21,77272.0,,,77272.0,YESBN12025102105188293,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_74,bank,front_office,2025-10-21,2025-10-21,18821.0,,,18821.0,HDFCN52025102150755881,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_75,bank,front_office,2025-10-22,2025-10-22,47710.9,,,47710.9,YESBN12025102204533144,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_76,bank,front_office,2025-10-23,2025-10-23,40142.5,,,40142.5,YESBN12025102304687146,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_77,bank,front_office,2025-10-23,2025-10-23,-1013.0,,,-1013.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_78,bank,front_office,2025-10-24,2025-10-24,-100000.0,,,-100000.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_79,bank,front_office,2025-10-24,2025-10-24,47351.32,,,47351.32,YESBN12025102404758871,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_80,bank,front_office,2025-10-24,2025-10-24,-16803.0,,,-16803.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_81,bank,front_office,2025-10-24,2025-10-24,-235029.0,,,-235029.0,IDIBR52025102448245405,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_82,bank,front_office,2025-10-24,2025-10-24,-2891.0,,,-2891.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_83,bank,front_office,2025-10-24,2025-10-24,-6969.0,,,-6969.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_84,bank,front_office,2025-10-24,2025-10-24,3013.0,,,3013.0,HDFCN52025102454921072,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_85,bank,front_office,2025-10-25,2025-10-25,10500.0,,,10500.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_86,bank,front_office,2025-10-25,2025-10-25,117124.71,,,117124.71,YESBN12025102504898005,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_87,bank,front_office,2025-10-26,2025-10-26,91575.2,,,91575.2,YESBN12025102604777569,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_88,bank,front_office,2025-10-27,2025-10-27,34436.28,,,34436.28,YESBN12025102704767364,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_89,bank,front_office,2025-10-27,2025-10-27,-72965.0,,,-72965.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_90,bank,front_office,2025-10-27,2025-10-27,-3183.0,,,-3183.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_91,bank,front_office,2025-10-27,2025-10-27,24035.0,,,24035.0,HDFCN52025102758064498,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_92,bank,front_office,2025-10-28,2025-10-28,1.0,,,1.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_93,bank,front_office,2025-10-28,2025-10-28,51336.53,,,51336.53,YESBN12025102804701890,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_94,bank,front_office,2025-10-28,2025-10-28,26215.0,,,26215.0,HDFCN52025102859704037,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_95,bank,front_office,2025-10-29,2025-10-29,2.0,,,2.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_96,bank,front_office,2025-10-29,2025-10-29,13234.05,,,13234.05,YESBN12025102904691627,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_97,bank,front_office,2025-10-29,2025-10-29,-10309.0,,,-10309.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_98,bank,front_office,2025-10-29,2025-10-29,8944.0,,,8944.0,HDFCN52025102961957132,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_99,bank,front_office,2025-10-30,2025-10-30,-100000.0,,,-100000.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_100,bank,front_office,2025-10-30,2025-10-30,11674.72,,,11674.72,YESBN12025103004803882,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_101,bank,front_office,2025-10-30,2025-10-30,48593.0,,,48593.0,HDFCN52025103063867217,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_102,bank,front_office,2025-10-31,2025-10-31,13000.0,,,13000.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_103,bank,front_office,2025-10-31,2025-10-31,-750.0,,,-750.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_104,bank,front_office,2025-10-31,2025-10-31,5212.49,,,5212.49,YESBN12025103104818333,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_105,bank,front_office,2025-10-31,2025-10-31,-50000.0,,,-50000.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_106,bank,front_office,2025-10-31,2025-10-31,2600.0,,,2600.0,HDFCN52025103167116291,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - OCTOBER 2025.xlsx
bank_7223534417_1,bank,front_office,2025-09-01,2025-09-01,5391.6,,,5391.6,YESBN12025090102239225,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_2,bank,front_office,2025-09-01,2025-09-01,737.0,,,737.0,YESBN12025090105062630,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_3,bank,front_office,2025-09-01,2025-09-01,1381.72,,,1381.72,CITIN52025090119387647,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_4,bank,front_office,2025-09-01,2025-09-01,29768.0,,,29768.0,HDFCN52025090144033761,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_5,bank,front_office,2025-09-02,2025-09-02,3651.0,,,3651.0,YESBN12025090203433650,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_6,bank,front_office,2025-09-02,2025-09-02,469.0,,,469.0,YESBN12025090205076127,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_7,bank,front_office,2025-09-02,2025-09-02,-500000.0,,,-500000.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_8,bank,front_office,2025-09-02,2025-09-02,15833.0,,,15833.0,HDFCN52025090246453728,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_9,bank,front_office,2025-09-03,2025-09-03,3362.31,,,3362.31,YESBN12025090304383543,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_10,bank,front_office,2025-09-03,2025-09-03,10887.03,,,10887.03,YESBN12025090305370776,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_11,bank,front_office,2025-09-03,2025-09-03,2149.94,,,2149.94,CITIN52025090320243933,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_12,bank,front_office,2025-09-03,2025-09-03,2750.0,,,2750.0,HDFCN52025090349097000,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_13,bank,front_office,2025-09-04,2025-09-04,5924.0,,,5924.0,YESBN12025090404076040,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_14,bank,front_office,2025-09-04,2025-09-04,12253.68,,,12253.68,YESBN12025090405359552,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_15,bank,front_office,2025-09-04,2025-09-04,8166.0,,,8166.0,HDFCN52025090451970983,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_16,bank,front_office,2025-09-05,2025-09-05,5329.0,,,5329.0,YESBN12025090503793538,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_17,bank,front_office,2025-09-05,2025-09-05,5201.1,,,5201.1,YESBN12025090505336358,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_18,bank,front_office,2025-09-05,2025-09-05,-106.2,,,-106.2,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_19,bank,front_office,2025-09-05,2025-09-05,3065.0,,,3065.0,HDFCN52025090553733992,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_20,bank,front_office,2025-09-06,2025-09-06,6996.4,,,6996.4,YESBN12025090604023228,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_21,bank,front_office,2025-09-06,2025-09-06,7151.89,,,7151.89,YESBN12025090605262894,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_22,bank,front_office,2025-09-06,2025-09-06,-6329.0,,,-6329.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_23,bank,front_office,2025-09-06,2025-09-06,-1406.0,,,-1406.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_24,bank,front_office,2025-09-07,2025-09-07,15011.0,,,15011.0,YESBN12025090702931136,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_25,bank,front_office,2025-09-07,2025-09-07,31418.0,,,31418.0,YESBN12025090705438509,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_26,bank,front_office,2025-09-08,2025-09-08,17146.12,,,17146.12,YESBN12025090802560887,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_27,bank,front_office,2025-09-08,2025-09-08,1876144.81,,,1876144.81,HSBCN52025090873849546,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_28,bank,front_office,2025-09-08,2025-09-08,66570.86,,,66570.86,HSBCN52025090873851978,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_29,bank,front_office,2025-09-08,2025-09-08,16200.0,,,16200.0,YESBN12025090805281365,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_30,bank,front_office,2025-09-08,2025-09-08,-295.0,,,-295.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_31,bank,front_office,2025-09-08,2025-09-08,-295.0,,,-295.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_32,bank,front_office,2025-09-08,2025-09-08,13692.0,,,13692.0,HDFCN52025090860055917,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_33,bank,front_office,2025-09-09,2025-09-09,9485.0,,,9485.0,YESBN12025090902993878,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_34,bank,front_office,2025-09-09,2025-09-09,24138.0,,,24138.0,YESBN12025090905585944,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_35,bank,front_office,2025-09-09,2025-09-09,-150768.41,,,-150768.41,SBIN,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_36,bank,front_office,2025-09-09,2025-09-09,-449952.0,,,-449952.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_37,bank,front_office,2025-09-09,2025-09-09,-800000.0,,,-800000.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_38,bank,front_office,2025-09-09,2025-09-09,-204762.21,,,-204762.21,IDFB,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_39,bank,front_office,2025-09-09,2025-09-09,2144.53,,,2144.53,YESBN12025090906115030,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_40,bank,front_office,2025-09-09,2025-09-09,1965.0,,,1965.0,HDFCN52025090963020870,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_41,bank,front_office,2025-09-10,2025-09-10,7479.0,,,7479.0,YESBN12025091003256511,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_42,bank,front_office,2025-09-10,2025-09-10,6816.28,,,6816.28,YESBN12025091005560926,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_43,bank,front_office,2025-09-10,2025-09-10,-20005.61,,,-20005.61,PUNB,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_44,bank,front_office,2025-09-10,2025-09-10,-23720.61,,,-23720.61,SBIN,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_45,bank,front_office,2025-09-10,2025-09-10,2431.68,,,2431.68,CITIN52025091023037413,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_46,bank,front_office,2025-09-10,2025-09-10,5560.0,,,5560.0,HDFCN52025091066081649,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_47,bank,front_office,2025-09-11,2025-09-11,8099.0,,,8099.0,YESBN12025091105562548,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_48,bank,front_office,2025-09-11,2025-09-11,-26129.0,,,-26129.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_49,bank,front_office,2025-09-11,2025-09-11,-58316.0,,,-58316.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_50,bank,front_office,2025-09-11,2025-09-11,-11980.0,,,-11980.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_51,bank,front_office,2025-09-11,2025-09-11,2614.0,,,2614.0,YESBN12025091103833439,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_52,bank,front_office,2025-09-12,2025-09-12,15370.53,,,15370.53,YESBN12025091204482863,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_53,bank,front_office,2025-09-12,2025-09-12,20000.0,,,20000.0,525510191260,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_54,bank,front_office,2025-09-12,2025-09-12,24068.33,,,24068.33,YESBN12025091205475562,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_55,bank,front_office,2025-09-12,2025-09-12,-29700.0,,,-29700.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_56,bank,front_office,2025-09-12,2025-09-12,-35799.0,,,-35799.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_57,bank,front_office,2025-09-12,2025-09-12,-16118.0,,,-16118.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_58,bank,front_office,2025-09-12,2025-09-12,-300000.0,,,-300000.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_59,bank,front_office,2025-09-12,2025-09-12,-24206.0,,,-24206.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_60,bank,front_office,2025-09-12,2025-09-12,50000.0,,,50000.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_61,bank,front_office,2025-09-13,2025-09-13,12671.79,,,12671.79,YESBN12025091302007376,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_62,bank,front_office,2025-09-13,2025-09-13,2013.0,,,2013.0,UTIBN62025091372781907,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_63,bank,front_office,2025-09-14,2025-09-14,19633.16,,,19633.16,YESBN12025091402883123,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_64,bank,front_office,2025-09-14,2025-09-14,11616.99,,,11616.99,YESBN12025091405426826,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_65,bank,front_office,2025-09-15,2025-09-15,11057.91,,,11057.91,YESBN12025091502731574,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_66,bank,front_office,2025-09-15,2025-09-15,5439.38,,,5439.38,YESBN12025091505322326,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_67,bank,front_office,2025-09-15,2025-09-15,-14212.0,,,-14212.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_68,bank,front_office,2025-09-15,2025-09-15,-19470.0,,,-19470.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_69,bank,front_office,2025-09-15,2025-09-15,-12950.0,,,-12950.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_70,bank,front_office,2025-09-15,2025-09-15,-5108.0,,,-5108.0,,,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_71,bank,front_office,2025-09-15,2025-09-15,-63057.72,,,-63057.72,SCBL,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
bank_7223534417_72,bank,front_office,2025-09-15,2025-09-15,-261.98,,,-261.98,SCBL,BANK_TRANSFER,,,,,meet-recording/data_sheets_historical/mangal all data sheet/INDIAN BANK/Statement Of Account - SEPTEMBER 2025.xlsx
